,ebin00costbin00,ebin00costbin01,ebin00costbin02,ebin00costbin03,ebin00costbin04,ebin00costbin05,ebin00costbin06,ebin00costbin07,ebin00costbin08,ebin00costbin09,ebin00costbin10,ebin00costbin11,ebin01costbin00,ebin01costbin01,ebin01costbin02,ebin01costbin03,ebin01costbin04,ebin01costbin05,ebin01costbin06,ebin01costbin07,ebin01costbin08,ebin01costbin09,ebin01costbin10,ebin01costbin11,ebin02costbin00,ebin02costbin01,ebin02costbin02,ebin02costbin03,ebin02costbin04,ebin02costbin05,ebin02costbin06,ebin02costbin07,ebin02costbin08,ebin02costbin09,ebin02costbin10,ebin02costbin11,ebin03costbin00,ebin03costbin01,ebin03costbin02,ebin03costbin03,ebin03costbin04,ebin03costbin05,ebin03costbin06,ebin03costbin07,ebin03costbin08,ebin03costbin09,ebin03costbin10,ebin03costbin11,ebin04costbin00,ebin04costbin01,ebin04costbin02,ebin04costbin03,ebin04costbin04,ebin04costbin05,ebin04costbin06,ebin04costbin07,ebin04costbin08,ebin04costbin09,ebin04costbin10,ebin04costbin11,ebin05costbin00,ebin05costbin01,ebin05costbin02,ebin05costbin03,ebin05costbin04,ebin05costbin05,ebin05costbin06,ebin05costbin07,ebin05costbin08,ebin05costbin09,ebin05costbin10,ebin05costbin11,ebin06costbin00,ebin06costbin01,ebin06costbin02,ebin06costbin03,ebin06costbin04,ebin06costbin05,ebin06costbin06,ebin06costbin07,ebin06costbin08,ebin06costbin09,ebin06costbin10,ebin06costbin11,ebin07costbin00,ebin07costbin01,ebin07costbin02,ebin07costbin03,ebin07costbin04,ebin07costbin05,ebin07costbin06,ebin07costbin07,ebin07costbin08,ebin07costbin09,ebin07costbin10,ebin07costbin11,ebin08costbin00,ebin08costbin01,ebin08costbin02,ebin08costbin03,ebin08costbin04,ebin08costbin05,ebin08costbin06,ebin08costbin07,ebin08costbin08,ebin08costbin09,ebin08costbin10,ebin08costbin11,ebin09costbin00,ebin09costbin01,ebin09costbin02,ebin09costbin03,ebin09costbin04,ebin09costbin05,ebin09costbin06,ebin09costbin07,ebin09costbin08,ebin09costbin09,ebin09costbin10,ebin09costbin11,ebin10costbin00,ebin10costbin01,ebin10costbin02,ebin10costbin03,ebin10costbin04,ebin10costbin05,ebin10costbin06,ebin10costbin07,ebin10costbin08,ebin10costbin09,ebin10costbin10,ebin10costbin11
pval_lerr10,0.1757,0.15435,0.34919999999999995,0.016399999999999998,0.36345,0.1061,0.12764999999999999,0.35215,0.3255,0.36655,0.34530000000000005,0.2861,0.11565000000000003,0.11029999999999998,0.35390000000000005,0.19929999999999998,0.34370000000000006,0.15005000000000002,0.25720000000000004,0.0001,0.2061,0.2904,0.00155,0.2987000000000001,0.32165,0.28505,0.10919999999999996,0.043050000000000005,0.15969999999999998,0.17115,0.33590000000000003,0.2833,0.3248,0.2749,0.24125000000000002,0.13905,0.25855,0.22665000000000002,0.34845000000000004,0.27144999999999997,0.21725,0.11180000000000001,0.1412,0.35434999999999994,0.0991,0.1878,0.0297,0.20504999999999998,0.2164,0.35800000000000004,0.35745,0.3004,0.3097,0.16770000000000002,0.31035,0.35685,0.30169999999999997,0.3478,0.04855,0.35115,0.061,0.2945,0.36024999999999996,0.35559999999999997,0.3325,0.29960000000000003,0.3264,0.35055000000000003,0.24305,0.31279999999999997,0.33065,0.3542,0.23220000000000002,0.30795000000000006,0.22690000000000002,0.355,0.35775000000000007,0.3362,0.2593,0.32425000000000004,0.3002,0.17200000000000001,0.35635,0.31845,0.34835000000000005,0.35505000000000003,0.29274999999999995,0.36284999999999995,0.3658,0.24050000000000005,0.175,0.1375,0.2350000000000001,0.11600000000000002,0.18365,0.27315,0.35445,0.12189999999999998,0.16635,0.22244999999999998,0.33129999999999993,0.1915,0.33869999999999995,0.12519999999999998,0.2981999999999999,0.35434999999999994,0.33005,0.32199999999999995,0.0237,0.32605000000000006,0.00305,0.35269999999999996,0.14170000000000002,0.33530000000000004,0.34825,0.0808,0.2006,0.11595,0.0429,0.0766,0.34075000000000005,0.289,0.32745,0.268,0.3455,0.10649999999999993,0.2569,0.0512,0.18355,0.22425,0.3521,0.34750000000000003
pval_lerr11,0.37970000000000004,0.34735,0.3175,0.1376,0.24780000000000002,0.31,0.28025,0.24445000000000006,0.053599999999999995,0.30645,0.2832,0.30135,0.020149999999999998,0.2524,0.37889999999999996,0.3265,0.0334,0.16985,0.1099,0.3736,0.3874,0.28095000000000003,0.36424999999999996,0.243,0.2853,0.0818,0.34364999999999996,0.35314999999999996,0.37000000000000005,0.23965,0.32694999999999996,0.12040000000000001,0.38315000000000005,0.38175000000000003,0.07395,0.37479999999999997,0.36840000000000006,0.30825,0.1328,0.37825000000000003,0.36164999999999997,0.37885,0.21299999999999997,0.32020000000000004,0.34650000000000003,0.17675,0.33294999999999997,0.20119999999999993,0.3296,0.2642500000000001,0.37215,0.29845,0.2751,0.0255,0.3113,0.35130000000000006,0.3305,0.348,0.37670000000000003,0.3544999999999999,0.3685999999999999,0.2557,0.24629999999999996,0.15305000000000002,0.2771,0.3753,0.37084999999999996,0.37544999999999995,0.35555000000000003,0.13735,0.32265,0.24845,0.3094,0.22499999999999998,0.34545,0.30400000000000005,0.2936500000000001,0.021900000000000003,0.3196,0.2167,0.3725,0.24105000000000001,0.29395,0.1938,0.13285,0.3804,0.3305,0.36885,0.16625,0.0229,0.07915,0.3722,0.16659999999999997,0.32920000000000005,0.26185,0.35655000000000003,0.18364999999999998,0.09184999999999999,0.23209999999999997,0.3469,0.0854,0.33925,0.3508,0.09814999999999996,0.3503,0.3591,0.20575000000000002,0.10705,0.13205,0.3173,0.21714999999999995,0.20555,0.33340000000000003,0.3743000000000001,0.28135,0.3224,0.37004999999999993,0.10375000000000001,0.25845,0.014700000000000001,0.03605,0.09655,0.36449999999999994,0.36785,0.2844,0.0309,0.32430000000000003,0.36779999999999996,0.2067,0.259,0.09065,0.2261
pval_uerr00,0.2916000000000001,0.10699999999999998,0.02155,0.14254999999999995,0.055749999999999966,0.37595,0.37385,0.3737,0.3587,0.23770000000000002,0.12035000000000007,0.3349500000000001,0.33140000000000003,0.1709,0.36014999999999997,0.3796,0.31615000000000004,0.33955,0.35274999999999995,0.37070000000000003,0.16804999999999992,0.33875,0.17490000000000006,0.21294999999999997,0.3005500000000001,0.19005000000000005,0.38055000000000005,0.27554999999999996,0.37000000000000005,0.2491500000000001,0.33745,0.3844,0.37660000000000005,0.33855,0.09750000000000003,0.34174999999999994,0.37695000000000006,0.37424999999999997,0.3673,0.36884999999999996,0.36589999999999995,0.14015,0.36755,0.37229999999999996,0.04735,0.37649999999999995,0.34755,0.15115,0.2506,0.35530000000000006,0.37205000000000005,0.35195000000000004,0.1996,0.37705000000000005,0.22375,0.347,0.07409999999999994,0.02355000000000007,0.25505,0.36155,0.29995,0.02695000000000003,0.20620000000000005,0.30379999999999996,0.2973,0.15250000000000002,0.36595,0.2852,0.31479999999999997,0.1028,0.37065,0.3295499999999999,0.37405,0.3717,0.31810000000000005,0.16099999999999998,0.34015,0.36655,0.2986500000000001,0.37449999999999994,0.38085,0.16459999999999997,0.3259000000000001,0.29590000000000005,0.3339,0.13635,0.13549999999999995,0.37235,0.31089999999999995,0.28369999999999995,0.35305000000000003,0.23245,0.3695,0.37905,0.13365000000000005,0.25654999999999994,0.30535,0.27995000000000003,0.23039999999999994,0.34205,0.23824999999999996,0.35325,0.33414999999999995,0.15625,0.08189999999999997,0.28965,0.30699999999999994,0.020849999999999924,0.38095000000000007,0.0897,0.23860000000000003,0.37000000000000005,0.372,0.36540000000000006,0.35719999999999996,0.08250000000000002,0.36224999999999996,0.26964999999999995,0.24965000000000004,0.28049999999999997,0.28895000000000004,0.36205,0.1804,0.34295,0.31984999999999997,0.36715000000000003,0.16415,0.37355000000000005,0.015599999999999947,0.35939999999999994,0.17280000000000006,0.32585
pval_uerr01,0.1251,0.17145,0.35385,0.33375,0.20015000000000005,0.23654999999999993,0.31584999999999996,0.2986500000000001,0.035049999999999915,0.35359999999999997,0.3015,0.37279999999999996,0.3575,0.1583,0.31484999999999996,0.31799999999999995,0.3534,0.18679999999999997,0.3525499999999999,0.06905000000000006,0.24814999999999998,0.3057500000000001,0.23115,0.28669999999999995,0.35869999999999996,0.36015,0.3581,0.3561,0.28875000000000006,0.30125,0.06325000000000003,0.2671,0.11430000000000007,0.32909999999999995,0.3572,0.34175,0.3605999999999999,0.27335,0.22745000000000004,0.2141,0.11759999999999993,0.21989999999999998,0.27315,0.29035,0.30135,0.31395000000000006,0.32730000000000004,0.348,0.3235,0.21645000000000003,0.3122499999999999,0.13849999999999996,0.31899999999999995,0.2298,0.3178500000000001,0.34035,0.16154999999999997,0.20840000000000003,0.32695,0.26365,0.23109999999999997,0.34395,0.35585,0.31520000000000004,0.3546000000000001,0.11480000000000001,0.16479999999999995,0.37315,0.07765,0.19730000000000003,0.005750000000000033,0.32985,0.25345,0.35769999999999996,0.29164999999999996,0.3536,0.35295000000000004,0.24870000000000003,0.29575000000000007,0.003049999999999997,0.29535,0.33295,0.26505,0.30215000000000003,0.23625000000000007,0.17535,0.04039999999999999,0.3272,0.1644,0.24595,0.2694,0.32309999999999994,0.32755,0.27615,0.19014999999999999,0.19955,0.3561,0.14039999999999997,0.29465,0.18684999999999996,0.07855000000000001,0.17175000000000007,0.3016,0.1472,0.35405,0.21005000000000007,0.35409999999999997,0.28345,0.31055,0.36755,0.0905,0.21115000000000006,0.29200000000000004,0.28245,0.3375,0.328,0.10109999999999997,0.26605,0.33475,0.34969999999999996,0.11709999999999998,0.3168000000000001,0.2824,0.1684,0.24424999999999997,0.33845,0.35125,0.327,0.35895000000000005,0.019850000000000034,0.28375000000000006,0.3532
pval_uerr02,0.3107,0.38155,0.17620000000000002,0.23360000000000003,0.34685,0.3798,0.35840000000000005,0.36774999999999997,0.29755000000000004,0.38,0.24144999999999994,0.3771,0.28380000000000005,0.09575,0.35999999999999993,0.29159999999999997,0.3696,0.365,0.29945,0.29355000000000003,0.36205000000000004,0.3304,0.2982,0.37545,0.30765,0.17259999999999998,0.17809999999999993,0.12129999999999999,0.20615000000000006,0.3713,0.19345,0.34729999999999994,0.37515,0.2933,0.27215,0.3752,0.37365,0.38035,0.27935,0.22854999999999992,0.37335,0.2257,0.30845,0.25545000000000007,0.182,0.33875,0.3553,0.3714,0.37499999999999994,0.32294999999999996,0.3711,0.26005,0.2527499999999999,0.16779999999999995,0.25395,0.3370000000000001,0.016449999999999965,0.13495000000000001,0.35775,0.13034999999999997,0.36485,0.11809999999999998,0.11075000000000002,0.37000000000000005,0.36885,0.20800000000000002,0.29289999999999994,0.32585,0.09589999999999999,0.19694999999999996,0.37225,0.19174999999999998,0.25555000000000005,0.3787,0.028750000000000053,0.30595000000000006,0.0573,0.11304999999999998,0.1965,0.36855,0.34004999999999996,0.3709,0.35724999999999996,0.2631,0.35425000000000006,0.36495,0.246,0.028299999999999992,0.29145,0.13854999999999995,0.3016,0.15305000000000002,0.28350000000000003,0.30809999999999993,0.28035,0.2882,0.35425,0.37204999999999994,0.040449999999999986,0.34940000000000004,0.36035,0.26205,0.2218,0.3257,0.17979999999999996,0.19740000000000002,0.16359999999999997,0.035250000000000004,0.37975,0.09189999999999998,0.14345000000000008,0.35514999999999997,0.27949999999999997,0.01880000000000004,0.18084999999999998,0.36469999999999997,0.08744999999999992,0.14425,0.14695000000000003,0.33845,0.36515,0.3752,0.30535,0.24359999999999993,0.2538499999999999,0.15400000000000003,0.11319999999999997,0.37024999999999997,0.3185,0.29945,0.32625000000000004,0.12364999999999993
pval_uerr03,0.22915000000000008,0.3458,0.1589,0.30625,0.29579999999999995,0.37559999999999993,0.21850000000000003,0.22085000000000002,0.28505,0.20765,0.38659999999999994,0.28589999999999993,0.27475000000000005,0.1996,0.015300000000000091,0.07450000000000001,0.14070000000000005,0.11330000000000007,0.3734,0.15544999999999998,0.18375000000000002,0.33405000000000007,0.06115000000000004,0.37929999999999997,0.18725,0.07294999999999996,0.23639999999999994,0.1251500000000001,0.01044999999999996,0.05180000000000007,0.27105,0.19925000000000004,0.24420000000000008,0.36450000000000005,0.12004999999999999,0.1695500000000001,0.34674999999999995,0.05754999999999999,0.37704999999999994,0.11060000000000003,0.36255,0.37544999999999995,0.3598,0.35849999999999993,0.35590000000000005,0.3600499999999999,0.05360000000000009,0.366,0.3617,0.37035000000000007,0.34490000000000004,0.35265,0.21275,0.06869999999999998,0.14965000000000006,0.34659999999999996,0.347,0.33045,0.3497,0.21005000000000007,0.3002,0.366,0.23024999999999998,0.1704,0.1906,0.24139999999999995,0.37255,0.10209999999999997,0.08630000000000004,0.32610000000000006,0.21035000000000004,0.23309999999999997,0.0363,0.251,0.36755000000000004,0.2106,0.036150000000000015,0.1018,0.35969999999999996,0.2539,0.369,0.32845,0.2276999999999999,0.22275,0.3333499999999999,0.025150000000000006,0.18915000000000004,0.24185,0.22519999999999996,0.3348,0.25825,0.2884,0.3726999999999999,0.35335,0.12009999999999998,0.31689999999999996,0.22185,0.37495000000000006,0.10144999999999993,0.1832499999999999,0.34195,0.19755,0.37179999999999996,0.36875,0.07415,0.12,0.13480000000000003,0.33915000000000006,0.26615,0.37655000000000005,0.11064999999999992,0.035699999999999954,0.31875,0.3111,0.3625,0.05395000000000005,0.20630000000000004,0.1685500000000001,0.3101499999999999,0.034949999999999926,0.12324999999999997,0.07779999999999998,0.29635,0.2713,0.14559999999999995,0.35259999999999997,0.3717,0.15439999999999998,0.34519999999999995,0.07295000000000007,0.32430000000000003,0.36669999999999997
pval_uerr04,0.03815000000000002,0.0683999999999999,0.2268,0.05389999999999995,0.2165499999999999,0.35355000000000003,0.15944999999999998,0.3447,0.20199999999999996,0.36940000000000006,0.25225,0.3075,0.3291,0.3366,0.2562,0.30335,0.27280000000000004,0.3235,0.3287,0.06220000000000003,0.36944999999999995,0.13979999999999992,0.3167,0.34209999999999996,0.35944999999999994,0.34990000000000004,0.23014999999999997,0.35595,0.26355,0.3435,0.35239999999999994,0.35265,0.36140000000000005,0.16425,0.07169999999999999,0.35514999999999997,0.30699999999999994,0.02429999999999999,0.040200000000000014,0.273,0.2246499999999999,0.35475,0.23960000000000004,0.36985,0.13085000000000002,0.35119999999999996,0.35445000000000004,0.2582,0.24160000000000004,0.3246,0.3451,0.2944,0.3398,0.021949999999999914,0.35444999999999993,0.30665,0.07220000000000004,0.21810000000000002,0.34505,0.14075000000000001,0.33505,0.32969999999999994,0.3137,0.33424999999999994,0.06765,0.15525,0.34785,0.21974999999999997,0.27135,0.30995000000000006,0.3491,0.29969999999999997,0.21555000000000002,0.26075000000000004,0.35485000000000005,0.26585,0.20595000000000002,0.17585000000000006,0.22465000000000002,0.35445,0.2484,0.2648999999999999,0.3364,0.06674999999999998,0.3598,0.31799999999999995,0.20714999999999995,0.2541000000000001,0.33585000000000004,0.34254999999999997,0.276,0.03749999999999998,0.21030000000000001,0.22135000000000005,0.30105000000000004,0.3266,0.23729999999999996,0.33414999999999995,0.3238,0.36090000000000005,0.24235000000000007,0.25905,0.19030000000000002,0.10145,0.34685,0.31375,0.32820000000000005,0.3355,0.35609999999999997,0.19094999999999998,0.19020000000000004,0.2915,0.3406,0.28589999999999993,0.24380000000000002,0.25475000000000003,0.34969999999999996,0.36825,0.36355,0.019100000000000006,0.20655,0.31225,0.3477,0.17980000000000002,0.3558,0.22740000000000002,0.23714999999999997,0.34675000000000006,0.344,0.17595000000000005,0.23114999999999997,0.2853
pval_uerr05,0.21620000000000006,0.3577,0.31975,0.03280000000000005,0.23685,0.1855,0.34374999999999994,0.37894999999999995,0.1530499999999999,0.1849,0.10839999999999994,0.22485,0.3176,0.2502,0.03305,0.03369999999999995,0.13465000000000005,0.3583,0.37755000000000005,0.13485000000000003,0.1422,0.14055000000000006,0.34630000000000005,0.09815,0.26249999999999996,0.35934999999999995,0.3408,0.11045000000000005,0.29180000000000006,0.34450000000000003,0.30025,0.00014999999999998348,0.2803,0.25345,0.1617,0.17809999999999993,0.12464999999999993,0.28070000000000006,0.06985000000000001,0.355,0.13345000000000007,0.15155000000000007,0.21044999999999997,0.29325,0.18700000000000006,0.10150000000000003,0.07029999999999992,0.36365000000000003,0.36645,0.22644999999999993,0.24535000000000007,0.37725,0.35165,0.25975000000000004,0.23610000000000003,0.29390000000000005,0.32230000000000003,0.37499999999999994,0.021050000000000013,0.34005,0.18705000000000005,0.34295,0.21960000000000002,0.06330000000000002,0.3386,0.37000000000000005,0.33305000000000007,0.26744999999999997,0.14865000000000006,0.21375,0.26405,0.09140000000000004,0.17070000000000007,0.37934999999999997,0.32904999999999995,0.23940000000000006,0.3753,0.31535,0.31635,0.07330000000000003,0.13670000000000004,0.11765000000000003,0.36819999999999997,0.30365,0.19205000000000005,0.1501,0.19824999999999998,0.3667,0.33385,0.022249999999999992,0.20279999999999998,0.3553,0.35345,0.31565,0.37420000000000003,0.24165000000000003,0.3606,0.3612,0.23754999999999998,0.38215,0.17095000000000005,0.28955,0.35724999999999996,0.02399999999999991,0.3615,0.12585,0.37584999999999996,0.010100000000000109,0.3861,0.33925000000000005,0.33805,0.24585,0.03315000000000001,0.37555,0.04235,0.29200000000000004,0.13580000000000003,0.38235,0.027249999999999996,0.30805000000000005,0.35645000000000004,0.38045,0.23309999999999997,0.35134999999999994,0.3621,0.37389999999999995,0.0797500000000001,0.12505,0.18279999999999996,0.3848,0.1259,0.19100000000000006
pval_uerr06,0.37970000000000004,0.131,0.029349999999999987,0.3732,0.3545499999999999,0.29285000000000005,0.04644999999999999,0.34545,0.18359999999999999,0.35865,0.12049999999999994,0.022099999999999898,0.37715000000000004,0.3771,0.08360000000000001,0.34774999999999995,0.35205,0.308,0.3638,0.21925000000000006,0.3377,0.3317,0.36805,0.3715,0.34595,0.30379999999999996,0.32484999999999997,0.24319999999999997,0.35665,0.37315,0.3237,0.3686999999999999,0.11879999999999999,0.34435,0.3020999999999999,0.23435000000000006,0.21614999999999995,0.31505000000000005,0.21685,0.36760000000000004,0.3761,0.3107,0.14275000000000004,0.37795,0.37305,0.37455,0.18595,0.17690000000000006,0.02059999999999995,0.3714,0.12004999999999999,0.2157,0.3704,0.20315000000000005,0.36199999999999993,0.35265,0.1012,0.38455,0.37385,0.22485,0.026150000000000007,0.35629999999999995,0.37365000000000004,0.27585,0.04805000000000004,0.32545,0.35619999999999996,0.09735000000000005,0.30684999999999996,0.3066,0.2364,0.34914999999999996,0.04689999999999994,0.22619999999999996,0.3105,0.35945000000000005,0.040100000000000025,0.22529999999999997,0.24130000000000001,0.37615000000000004,0.21230000000000002,0.1885,0.36834999999999996,0.12640000000000007,0.2551,0.18480000000000008,0.36695,0.35949999999999993,0.30455,0.13180000000000003,0.23245000000000005,0.23904999999999998,0.12329999999999997,0.14315,0.15000000000000002,0.0717,0.10199999999999998,0.2254,0.35660000000000003,0.28794999999999993,0.3355999999999999,0.3074,0.37915,0.35525000000000007,0.09535000000000005,0.16794999999999993,0.3081999999999999,0.2923,0.2336999999999999,0.3513,0.34759999999999996,0.19065,0.36155000000000004,0.2622,0.0765499999999999,0.3703,0.34274999999999994,0.24880000000000002,0.21875,0.3176,0.25825,0.28180000000000005,0.2389,0.36819999999999997,0.1715500000000001,0.2810499999999999,0.15944999999999998,0.2817,0.34854999999999997,0.3731999999999999,0.27545,0.36845000000000006
pval_uerr07,0.31210000000000004,0.3465,0.23755000000000004,0.25065000000000004,0.3542,0.3144,0.36495,0.11120000000000008,0.3551,0.18020000000000003,0.3075,0.27070000000000005,0.21365,0.06779999999999997,0.32470000000000004,0.25529999999999997,0.09730000000000005,0.17010000000000003,0.26095,0.34004999999999996,0.09265000000000001,0.1683,0.10360000000000003,0.34535000000000005,0.356,0.3265,0.11970000000000003,0.2854,0.27649999999999997,0.21110000000000007,0.30785,0.15455000000000008,0.2508499999999999,0.12080000000000002,0.3517,0.34429999999999994,0.08984999999999999,0.17794999999999994,0.31245,0.16370000000000007,0.16295000000000004,0.23275,0.2704,0.08265,0.34375,0.35985,0.31615000000000004,0.058499999999999996,0.3491,0.26480000000000004,0.22214999999999996,0.35625,0.23355000000000004,0.2836,0.3163,0.1684,0.33465,0.29995,0.3365,0.31045,0.3391,0.33904999999999996,0.1975,0.28805000000000003,0.36050000000000004,0.004550000000000054,0.34045000000000003,0.2277,0.34800000000000003,0.2531,0.30365000000000003,0.10714999999999997,0.35840000000000005,0.33145,0.3612000000000001,0.18720000000000003,0.31615000000000004,0.34635000000000005,0.05664999999999998,0.3426,0.20514999999999994,0.3429,0.32215000000000005,0.1459999999999999,0.30825,0.12129999999999996,0.32410000000000005,0.2217,0.34914999999999996,0.23325000000000007,0.33670000000000005,0.028999999999999915,0.03275000000000006,0.31255,0.25105,0.32115000000000005,0.25870000000000004,0.33355,0.35535,0.33935,0.34650000000000003,0.14659999999999995,0.2156,0.2131,0.34324999999999994,0.33209999999999995,0.30205000000000004,0.2661,0.37775,0.32400000000000007,0.137,0.36035,0.32894999999999996,0.3484,0.3298,0.3337,0.3641,0.24795,0.25095,0.11375000000000002,0.31099999999999994,0.2643,0.2991999999999999,0.2528999999999999,0.3076500000000001,0.28045,0.28955,0.07139999999999991,0.3369000000000001,0.36245,0.32210000000000005,0.33319999999999994
pval_uerr08,0.24034999999999998,0.0998,0.25670000000000004,0.2748499999999999,0.37229999999999996,0.32689999999999997,0.22829999999999995,0.25545000000000007,0.36165,0.20599999999999996,0.10990000000000001,0.3596,0.16749999999999998,0.20779999999999998,0.1673,0.27815,0.13415,0.16895000000000004,0.10045000000000004,0.22535,0.01924999999999999,0.3004,0.3388,0.13524999999999998,0.14795000000000003,0.29799999999999993,0.3086000000000001,0.20809999999999995,0.22369999999999998,0.36584999999999995,0.15374999999999994,0.363,0.19800000000000006,0.37865,0.22015000000000007,0.027899999999999925,0.1863,0.32999999999999996,0.32465,0.13219999999999998,0.15439999999999998,0.17205000000000004,0.24795,0.33620000000000005,0.04144999999999999,0.05345,0.06930000000000003,0.28785000000000005,0.21945000000000003,0.1936,0.28345000000000004,0.37285000000000007,0.14654999999999996,0.24785000000000001,0.11714999999999998,0.16005000000000003,0.37670000000000003,0.3073,0.30380000000000007,0.3567,0.17445,0.37895000000000006,0.28735,0.15474999999999994,0.31255,0.3803,0.36305,0.27535,0.03425,0.33490000000000003,0.34240000000000004,0.32599999999999996,0.18820000000000003,0.28574999999999995,0.31884999999999997,0.18584999999999996,0.18155,0.13829999999999998,0.3689,0.37754999999999994,0.0010499999999999954,0.36114999999999997,0.05030000000000001,0.3786,0.36224999999999996,0.2657,0.20525,0.020749999999999935,0.3411,0.36705000000000004,0.3076,0.1407,0.3497,0.2199,0.3776,0.19355,0.10365000000000002,0.37705,0.36885,0.26005,0.3349,0.3543,0.08679999999999999,0.34975,0.31915,0.34165,0.25750000000000006,0.37675,0.08865,0.2832,0.3748,0.3713,0.15805000000000002,0.2749999999999999,0.26985000000000003,0.3778,0.32804999999999995,0.37229999999999996,0.36794999999999994,0.3030999999999999,0.35414999999999996,0.28845,0.37244999999999995,0.25050000000000006,0.0592,0.3749,0.22875,0.30535,0.37035,0.31919999999999993,0.20089999999999997,0.2952
pval_uerr09,0.09385,0.34470000000000006,0.36515,0.36715,0.31625000000000003,0.05845,0.28685,0.25770000000000004,0.37260000000000004,0.17889999999999995,0.26365,0.3125,0.36915000000000003,0.013000000000000012,0.1935,0.05445,0.2299,0.31810000000000005,0.278,0.08150000000000002,0.28265000000000007,0.21635,0.021499999999999964,0.36910000000000004,0.19169999999999998,0.23035000000000005,0.29745,0.3685,0.2996500000000001,0.27044999999999997,0.36895,0.13595,0.14665000000000006,0.10760000000000003,0.34450000000000003,0.37715,0.37865,0.24155000000000004,0.29385000000000006,0.09084999999999999,0.36029999999999995,0.3678,0.2553000000000001,0.2379,0.332,0.22399999999999998,0.30594999999999994,0.3775,0.11624999999999996,0.36260000000000003,0.34905,0.37610000000000005,0.28074999999999994,0.36175,0.07419999999999993,0.2609,0.35575000000000007,0.31789999999999996,0.13675000000000004,0.2299,0.14895000000000003,0.12224999999999997,0.24964999999999993,0.38020000000000004,0.19700000000000006,0.23535000000000006,0.37500000000000006,0.3755,0.3137,0.3712,0.2849,0.37889999999999996,0.37734999999999996,0.29290000000000005,0.35329999999999995,0.3386,0.3618,0.3266,0.37215,0.28864999999999996,0.12095,0.37295000000000006,0.31779999999999997,0.36279999999999996,0.2643,0.37634999999999996,0.26925,0.030049999999999997,0.27859999999999996,0.2546,0.11919999999999997,0.19174999999999998,0.3052999999999999,0.2831,0.28225,0.3422,0.34134999999999993,0.3303499999999999,0.2107,0.1271,0.36095,0.2518,0.10639999999999994,0.13880000000000003,0.11850000000000005,0.33145,0.21240000000000003,0.35179999999999995,0.35235000000000005,0.20174999999999998,0.26985000000000003,0.344,0.14925,0.25370000000000004,0.33809999999999996,0.35675,0.3152499999999999,0.029449999999999976,0.30374999999999996,0.37645,0.19955,0.36865,0.37615,0.1058,0.3127000000000001,0.1431,0.2687,0.11524999999999996,0.33775,0.33345,0.34075,0.2794
pval_uerr10,0.34104999999999996,0.3400000000000001,0.2896000000000001,0.10495,0.23795,0.2965,0.31245,0.1794,0.32909999999999995,0.25215,0.31845,0.35550000000000004,0.016699999999999937,0.30195,0.27254999999999996,0.35355,0.16379999999999995,0.03079999999999994,0.3601,0.00565,0.3574,0.34775,0.02015,0.11780000000000002,0.13995000000000002,0.35029999999999994,0.018750000000000044,0.19055,0.33230000000000004,0.34025,0.17284999999999995,0.352,0.32625,0.34664999999999996,0.34975,0.3176,0.35139999999999993,0.35969999999999996,0.20434999999999992,0.36050000000000004,0.3567,0.2988,0.3167,0.3006000000000001,0.28215,0.35009999999999997,0.1492,0.3498,0.3486,0.26564999999999994,0.21735000000000004,0.11814999999999998,0.12480000000000002,0.33985,0.33374999999999994,0.21625000000000005,0.33915,0.15495000000000003,0.18985,0.20119999999999993,0.22814999999999996,0.34640000000000004,0.25050000000000006,0.27790000000000004,0.31555,0.33714999999999995,0.15144999999999997,0.28595000000000004,0.35855000000000004,0.33094999999999997,0.3073,0.23909999999999998,0.3590499999999999,0.33459999999999995,0.3578,0.20725000000000005,0.20614999999999994,0.31820000000000004,0.08360000000000001,0.14285000000000003,0.338,0.341,0.24365000000000003,0.32989999999999997,0.3106,0.2359,0.10820000000000007,0.21420000000000006,0.25375000000000003,0.07329999999999992,0.34119999999999995,0.32055,0.06814999999999993,0.30174999999999996,0.3489,0.35714999999999997,0.2279,0.3054,0.3377,0.35805000000000003,0.1554500000000001,0.34575,0.17070000000000007,0.30185,0.10985,0.24575000000000002,0.30984999999999996,0.32015000000000005,0.14265,0.13684999999999992,0.0341,0.27995000000000003,0.31584999999999996,0.32019999999999993,0.21294999999999997,0.25895,0.3488,0.3081,0.1783,0.2411,0.30455,0.3527,0.14844999999999997,0.09089999999999998,0.17605000000000004,0.019399999999999973,0.35650000000000004,0.20059999999999997,0.34340000000000004,0.36224999999999996,0.20424999999999993,0.20419999999999994
